,eventId,subEventName,tags,playerId,positions,matchId,eventName,teamId,matchPeriod,eventSec,subEventId,id,X,Y,Merkez,Uzaklik,Açi,Açi_D,Gol,Kafa Vuruşu,Ceza Sahasi İçi,accurate,D2,Goal,AçiX,AçiY,Dar Açi,X2,AX,Y2,Uzaklik2,Merkez2,YEXP,Açi2,xG
34091,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 1802}]",9277,"[{'y': 31, 'x': 87}, {'y': 0, 'x': 0}]",2499739,Shot,1659,2H,3310.1864370000003,100,182137485,13.65,21.080000000000002,12.920000000000002,18.79491686600396,0.28594621790250957,16.38351145354198,0,0,True,0,353.2489000000001,0,3.9031658743692557,6.027746273384902,False,186.32250000000002,3.9031658743692557,444.36640000000006,353.2489000000001,166.92640000000006,7.754898619894005,0.08176523953274949,0.02693254980080523
34151,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",3324,"[{'y': 22, 'x': 87}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,160.96976899999999,100,182523552,13.65,14.96,19.040000000000003,23.42742196657584,0.1844843480391749,10.570174528867307,0,0,False,0,548.8441000000001,0,2.5182113507347377,2.759885846666057,False,186.32250000000002,2.5182113507347377,223.80160000000004,548.8441000000001,362.5216000000001,5.5034764399247775,0.03403447467143942,0.013044705696044517
34261,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1215}, {'id': 1802}]",3360,"[{'y': 41, 'x': 88}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,576.05759,100,182523677,12.600000000000001,27.880000000000003,6.12,14.007655050007479,0.4672407563068554,26.770923352883415,0,0,True,0,196.2144,0,5.8872335294663785,13.02667228583513,False,158.76000000000005,5.8872335294663785,777.2944000000001,196.2144,37.4544,10.256478819859813,0.21831392435420224,0.05575363796007976
34316,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",105333,"[{'y': 66, 'x': 83}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,710.280406,100,182523718,17.85,44.88,10.88,20.904470813680028,0.29919564338232885,17.14264761450872,0,0,False,0,436.99690000000015,0,5.34064223437457,13.42790047499892,False,318.62250000000006,5.34064223437457,2014.2144000000003,436.99690000000015,118.37440000000002,16.51042931977433,0.0895180330189657,0.013968526488618177
34328,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 1802}]",105333,"[{'y': 66, 'x': 82}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,753.048497,100,182523730,18.900000000000002,44.88,10.88,21.807897651997546,0.29084404060036395,16.664136022932418,0,0,False,0,475.5844000000001,0,5.496952367346879,13.053080542144334,False,357.2100000000001,5.496952367346879,2014.2144000000003,475.5844000000001,118.37440000000002,16.51042931977433,0.08459025595274615,0.011938185312637248
34333,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1201}, {'id': 1801}]",7892,"[{'y': 34, 'x': 84}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,761.009511,100,182523736,16.8,23.12,10.88,20.015354106285507,0.30751335771024985,17.619217540694088,0,0,False,1,400.6144000000001,0,5.166224409532197,7.109708830260977,False,282.24,5.166224409532197,534.5344,400.6144000000001,118.37440000000002,8.505372679883747,0.09456446517023208,0.021296033745435726
34342,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1201}, {'id': 1801}]",3360,"[{'y': 61, 'x': 81}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,783.325983,100,182523753,19.95,41.480000000000004,7.48,21.306170467730706,0.3200776731269083,18.339099786539776,0,0,False,1,453.95290000000006,0,6.385549578881821,13.276821881304159,False,398.0025,6.385549578881821,1720.5904000000003,453.95290000000006,55.95040000000001,15.25963921979143,0.10244971683433597,0.01358509525391892
34613,10,Shot,"[{'id': 101}, {'id': 402}, {'id': 201}, {'id': 1205}, {'id': 1801}]",3350,"[{'y': 60, 'x': 90}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,1582.550114,100,182524060,10.5,40.800000000000004,6.800000000000001,12.509596316428441,0.4929069471488989,28.241487764309834,1,0,True,1,156.49,1,5.175522945063438,20.110603443675075,False,110.25,5.175522945063438,1664.6400000000003,156.49,46.24000000000001,15.009481199794848,0.24295725854764738,0.061372416503208994
34732,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1210}, {'id': 1802}]",77558,"[{'y': 37, 'x': 76}, {'y': 100, 'x': 100}]",2499740,Shot,1623,1H,1971.4278250000002,100,182524205,25.200000000000003,25.16,8.84,26.70553500681086,0.25773628098040063,14.767201127574866,0,0,False,0,713.1856000000002,0,6.4949542807060965,6.48464482946688,True,635.0400000000002,6.4949542807060965,633.0256,713.1856000000002,78.1456,9.255846739873489,0.06642799053360803,0.006485753931771518
34838,10,Shot,"[{'id': 101}, {'id': 403}, {'id': 201}, {'id': 1204}, {'id': 1801}]",3324,"[{'y': 55, 'x': 94}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,2368.059021,100,182524289,6.300000000000001,37.400000000000006,3.4000000000000004,7.158910531638178,0.8834695826420743,50.61907841357515,1,1,True,1,51.250000000000014,1,5.565858370645069,33.04176239081358,False,39.69000000000001,5.565858370645069,1398.7600000000004,51.250000000000014,11.560000000000002,13.758691099811946,0.780518503453761,0.14889720926568142
34870,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1201}, {'id': 1801}]",3350,"[{'y': 71, 'x': 66}, {'y': 0, 'x': 0}]",2499740,Shot,1610,1H,2506.927874,100,182524331,35.7,48.28,14.280000000000001,38.45007672294036,0.17652004032634003,10.113853310178378,0,0,False,1,1478.4084,0,6.30176543965034,8.522387546955697,True,1274.4900000000002,6.30176543965034,2330.9584,1478.4084,203.91840000000002,17.761219419757236,0.03115932463681271,0.0006170803157559077
35003,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1212}, {'id': 1802}]",3360,"[{'y': 46, 'x': 80}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,124.10911100000021,100,182524489,21.0,31.28,2.72,21.1754197124874,0.3396801408919347,19.462238457517028,0,0,False,0,448.3984,0,7.133282958730629,10.625194807099717,False,441.0,7.133282958730629,978.4384000000001,448.3984,7.398400000000001,11.507268919842717,0.11538259811636462,0.015760677600242277
35036,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 201}, {'id': 1802}]",5911,"[{'y': 43, 'x': 91}, {'y': 100, 'x': 100}]",2499740,Shot,1623,2H,258.30991600000016,100,182524526,9.450000000000001,29.240000000000002,4.760000000000001,10.581119978527795,0.6119427438559644,35.06173652660195,0,0,True,0,111.96010000000004,0,5.782858929438864,17.8932058303484,False,89.30250000000002,5.782858929438864,854.9776000000002,111.96010000000004,22.657600000000006,10.756794859852974,0.3744739217579664,0.09593452533663863
35116,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1210}, {'id': 1802}]",8625,"[{'y': 67, 'x': 96}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,500.52213699999993,100,182524615,4.2,45.56,11.56,12.299333315265507,0.21939069576205347,12.570160931604342,0,0,True,0,151.27360000000002,0,0.9214409222006247,9.995440098919156,False,17.64,0.9214409222006247,2075.7136,151.27360000000002,133.6336,16.760587339770915,0.048132277386957904,0.060121712123048475
35218,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1210}, {'id': 1802}]",3360,"[{'y': 67, 'x': 88}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,814.0266310000002,100,182524720,12.600000000000001,45.56,11.56,17.099520461112355,0.319273228868983,18.29300852570712,0,0,True,0,292.3936000000001,0,4.022842683749187,14.546088307270868,False,158.76000000000005,4.022842683749187,2075.7136,292.3936000000001,133.6336,16.760587339770915,0.10193539467242602,0.026721738023795318
35236,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1201}, {'id': 1801}]",8625,"[{'y': 71, 'x': 87}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,898.9917879999998,100,182524739,13.65,48.28,14.280000000000001,19.75451593939978,0.2591796068695294,14.849897609483913,0,0,True,1,390.2409,0,3.5378016337690763,12.51319141966088,False,186.32250000000002,3.5378016337690763,2330.9584,390.2409,203.91840000000002,17.761219419757236,0.06717406861704381,0.016353816781614267
35373,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",25553,"[{'y': 66, 'x': 82}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,1423.1856500000004,100,182524887,18.900000000000002,44.88,10.88,21.807897651997546,0.29084404060036395,16.664136022932418,0,0,False,0,475.5844000000001,0,5.496952367346879,13.053080542144334,False,357.2100000000001,5.496952367346879,2014.2144000000003,475.5844000000001,118.37440000000002,16.51042931977433,0.08459025595274615,0.011938185312637248
35383,10,Shot,"[{'id': 402}, {'id': 1212}, {'id': 1802}]",7944,"[{'y': 53, 'x': 79}, {'y': 100, 'x': 100}]",2499740,Shot,1623,2H,1446.6657180000002,100,182524904,22.05,36.04,2.04,22.14416627466476,0.32630333813971374,18.695804116435784,0,0,False,0,490.3641000000001,0,7.194988605980688,11.759972306555284,False,486.20250000000004,7.194988605980688,1298.8816,490.3641000000001,4.1616,13.258375059818782,0.10647386848112037,0.012560083451899028
35546,10,Shot,"[{'id': 1901}, {'id': 402}, {'id': 2101}, {'id': 1802}]",28291,"[{'y': 52, 'x': 84}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,2065.368405,100,182525085,16.8,35.36,1.36,16.85495772762424,0.426423179381742,24.43224846512384,0,0,False,0,284.0896,0,7.163909413613266,15.078323622938397,False,282.24,7.163909413613266,1250.3296,284.0896,1.8496000000000004,13.0082170398222,0.18183672791403332,0.03153530013616774
35561,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1216}, {'id': 1802}]",77546,"[{'y': 49, 'x': 83}, {'y': 100, 'x': 100}]",2499740,Shot,1623,2H,2144.949453,100,182525100,17.85,33.32,0.68,17.862947685082663,0.4039304589371478,23.143510513880972,0,0,False,0,319.08490000000006,0,7.210158692028089,13.458962891785765,False,318.62250000000006,7.210158692028089,1110.2224,319.08490000000006,0.4624000000000001,12.257742979832459,0.16315981565717483,0.027210702420846077
35610,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1210}, {'id': 1802}]",77546,"[{'y': 46, 'x': 94}, {'y': 100, 'x': 100}]",2499740,Shot,1623,2H,2357.8118240000003,100,182525155,6.300000000000001,31.28,2.72,6.8620988043017865,0.9398208987416116,53.84777099608624,0,1,True,0,47.08840000000001,0,5.9208716620721535,29.397597712637612,False,39.69000000000001,5.9208716620721535,978.4384000000001,47.08840000000001,7.398400000000001,11.507268919842717,0.8832633217114905,0.1659691574885949
35621,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",38093,"[{'y': 27, 'x': 86}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,2404.7226739999996,100,182525166,14.700000000000001,18.360000000000003,15.64,21.463913902175438,0.23607557596584997,13.526134148963257,0,0,True,0,460.69960000000003,0,3.4703109666979945,4.334347574733006,False,216.09000000000003,3.4703109666979945,337.08960000000013,460.69960000000003,244.60960000000003,6.754266539907682,0.055731677567607794,0.017583086152672327
35627,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 1802}]",8032,"[{'y': 68, 'x': 81}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,2415.8431849999997,100,182525177,19.95,46.24,12.24,23.4055570324656,0.2667428852926172,15.283241542409204,0,0,False,0,547.8201,0,5.321520561587713,12.33419101593062,False,398.0025,5.321520561587713,2138.1376,547.8201,149.8176,17.010745359767494,0.07115176685423033,0.008885461357949393
35648,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",8284,"[{'y': 56, 'x': 87}, {'y': 100, 'x': 100}]",2499740,Shot,1623,2H,2507.001846,100,182525202,13.65,38.080000000000005,4.08,14.246715410928935,0.4850667047125236,27.792274962346166,0,0,True,0,202.96890000000002,0,6.621160519325947,18.4713401154529,False,186.32250000000002,6.621160519325947,1450.0864000000004,202.96890000000002,16.6464,14.008849119808527,0.23528970802066657,0.04745445761933416
35651,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1207}, {'id': 1801}]",25706,"[{'y': 61, 'x': 78}, {'y': 100, 'x': 100}]",2499740,Shot,1623,2H,2509.9351530000004,100,182525205,23.1,41.480000000000004,7.48,24.280864893985964,0.28546311038552713,16.355831431767843,0,0,False,1,589.5604,0,6.594197849905677,11.841009818791667,False,533.61,6.594197849905677,1720.5904000000003,589.5604,55.95040000000001,15.25963921979143,0.08148918739097964,0.008089847089462022
35685,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1201}, {'id': 1801}]",105333,"[{'y': 68, 'x': 87}, {'y': 0, 'x': 0}]",2499740,Shot,1610,2H,2678.338401,100,182525246,13.65,46.24,12.24,18.33412392234764,0.30023024501934853,17.201925921787275,0,0,True,1,336.1401,0,4.098142844514108,13.882646529694677,False,186.32250000000002,4.098142844514108,2138.1376,336.1401,149.8176,17.010745359767494,0.09013820002437806,0.021433282003328877
35819,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1212}, {'id': 1802}]",343951,"[{'y': 55, 'x': 94}, {'y': 100, 'x': 100}]",2499741,Shot,10531,1H,164.405692,100,182328643,6.300000000000001,37.400000000000006,3.4000000000000004,7.158910531638178,0.8834695826420743,50.61907841357515,0,1,True,0,51.250000000000014,0,5.565858370645069,33.04176239081358,False,39.69000000000001,5.565858370645069,1398.7600000000004,51.250000000000014,11.560000000000002,13.758691099811946,0.780518503453761,0.14889720926568142
35890,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 1802}]",262,"[{'y': 69, 'x': 81}, {'y': 100, 'x': 100}]",2499741,Shot,10531,1H,409.509227,100,182328837,19.95,46.92,12.920000000000002,23.76823300121404,0.2588384824341347,14.830352619047014,0,0,False,0,564.9289000000001,0,5.163827724560988,12.1447015958096,False,398.0025,5.163827724560988,2201.4864000000002,564.9289000000001,166.92640000000006,17.260903379764077,0.06699735998880586,0.008270142175426206
36128,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1212}, {'id': 1802}]",8623,"[{'y': 48, 'x': 91}, {'y': 0, 'x': 0}]",2499741,Shot,1628,1H,1048.466673,100,182328840,9.450000000000001,32.64,1.36,9.547360891890492,0.7270524905110448,41.657039190758205,0,1,True,0,91.1521,0,6.870646035329374,23.7309932902805,False,89.30250000000002,6.870646035329374,1065.3696,91.1521,1.8496000000000004,12.007584959835878,0.528605323958313,0.10870816445316123
36256,10,Shot,"[{'id': 402}, {'id': 1212}, {'id': 1802}]",8471,"[{'y': 48, 'x': 73}, {'y': 0, 'x': 0}]",2499741,Shot,1628,1H,1419.859913,100,182328932,28.35,32.64,1.36,28.382602065349825,0.25620714257446725,14.679587950623523,0,0,False,0,805.5721000000002,0,7.263472491986147,8.362601133630612,True,803.7225000000001,7.263472491986147,1065.3696,805.5721000000002,1.8496000000000004,12.007584959835878,0.0656420999061734,0.004404322635978003
36351,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1212}, {'id': 1802}]",8623,"[{'y': 65, 'x': 78}, {'y': 0, 'x': 0}]",2499741,Shot,1628,1H,1727.723008,100,182329262,23.1,44.2,10.200000000000001,25.25173261382276,0.2645228575806774,15.15604332411297,0,0,False,0,637.6500000000001,0,6.110478010113648,11.691910305065942,False,533.61,6.110478010113648,1953.6400000000003,637.6500000000001,104.04000000000002,16.260271299777752,0.06997234218264733,0.006599990966660991
36409,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1212}, {'id': 1802}]",8142,"[{'y': 32, 'x': 80}, {'y': 0, 'x': 0}]",2499741,Shot,1628,1H,1951.6090600000002,100,182329309,21.0,21.76,12.24,24.30673980607025,0.26018325507704954,14.907402415890687,0,0,False,0,590.8176000000001,0,5.4638483566180405,5.661587630476598,False,441.0,5.4638483566180405,473.4976000000001,590.8176000000001,149.8176,8.005056639890586,0.06769532622248903,0.010287341968359223
36472,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1205}, {'id': 1801}]",343951,"[{'y': 43, 'x': 93}, {'y': 100, 'x': 100}]",2499741,Shot,10531,1H,2136.461822,100,182329246,7.3500000000000005,29.240000000000002,4.760000000000001,8.756717421499909,0.7045873989940294,40.36988426045807,0,0,True,1,76.68010000000001,0,5.178717382606116,20.602135546585423,False,54.02250000000001,5.178717382606116,854.9776000000002,76.68010000000001,22.657600000000006,10.756794859852974,0.49644340282117166,0.1276291060787732
36499,10,Shot,"[{'id': 402}, {'id': 1215}, {'id': 1802}]",8554,"[{'y': 53, 'x': 74}, {'y': 0, 'x': 0}]",2499741,Shot,1628,1H,2303.546148,100,182329416,27.3,36.04,2.04,27.37611367597673,0.2651053318744616,15.189416642821667,0,0,False,0,749.4516000000001,0,7.2373755601728025,9.554396160755596,True,745.2900000000001,7.2373755601728025,1298.8816,749.4516000000001,4.1616,13.258375059818782,0.07028083698826844,0.005036126043731571
36554,10,Shot,"[{'id': 101}, {'id': 402}, {'id': 201}, {'id': 1205}, {'id': 1801}]",343951,"[{'y': 41, 'x': 91}, {'y': 100, 'x': 100}]",2499741,Shot,10531,1H,2616.222331,100,182329382,9.450000000000001,27.880000000000003,6.12,11.258636684785598,0.5478917711620186,31.391886117531172,1,0,True,1,126.75690000000004,1,5.177577237481076,15.275222579997079,False,89.30250000000002,5.177577237481076,777.2944000000001,126.75690000000004,37.4544,10.256478819859813,0.30018539290705376,0.08743280014845743
36634,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1201}, {'id': 1801}]",7958,"[{'y': 47, 'x': 94}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,54.18417099999988,100,182329486,6.300000000000001,31.96,2.04,6.622054061996173,0.9871297394336922,56.55836790139924,0,1,True,1,43.85160000000001,0,6.218917358432262,31.548666472300802,False,39.69000000000001,6.218917358432262,1021.4416000000001,43.85160000000001,4.1616,11.757426939839297,0.974425122474429,0.17067985238108344
36667,10,Shot,"[{'id': 101}, {'id': 1901}, {'id': 401}, {'id': 1201}, {'id': 1801}]",25571,"[{'y': 63, 'x': 82}, {'y': 100, 'x': 100}]",2499741,Shot,10531,2H,140.80736399999978,100,182329969,18.900000000000002,42.84,8.84,20.86517673061985,0.31682546809965256,18.15276216436679,1,0,False,1,435.3556000000001,1,5.988001347083434,13.572803053389118,False,357.2100000000001,5.988001347083434,1835.2656000000004,435.3556000000001,78.1456,15.759955259784592,0.10037837723656397,0.014422347118132839
36805,10,Shot,"[{'id': 403}, {'id': 1210}, {'id': 1802}]",8049,"[{'y': 65, 'x': 93}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,708.9335970000002,100,182329669,7.3500000000000005,44.2,10.200000000000001,12.572290960680158,0.3560524029024893,20.40029997180418,0,1,True,0,158.06250000000003,0,2.6169851613332966,15.737516208290028,False,54.02250000000001,2.6169851613332966,1953.6400000000003,158.06250000000003,104.04000000000002,16.260271299777752,0.12677331361263658,0.05837284507116959
36823,10,Shot,"[{'id': 401}, {'id': 1214}, {'id': 1802}]",397168,"[{'y': 74, 'x': 74}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,804.994976,100,182329906,27.3,50.32,16.32,31.806169212905854,0.19757725824241637,11.320343025056815,0,0,False,0,1011.6324000000002,0,5.393859150017967,9.942087634758392,True,745.2900000000001,5.393859150017967,2532.1024,1011.6324000000002,266.3424,18.511693479746977,0.03903677297459049,0.0019360823656320047
36842,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1210}, {'id': 1802}]",8471,"[{'y': 32, 'x': 78}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,864.9816099999998,100,182329869,23.1,21.76,12.24,26.14244824036188,0.24720242596578176,14.163655693234489,0,0,False,0,683.4276,0,5.710376039809559,5.379124789015411,False,533.61,5.710376039809559,473.4976000000001,683.4276,149.8176,8.005056639890586,0.061109039403367815,0.00746649189867294
36914,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1202}, {'id': 1801}]",8471,"[{'y': 60, 'x': 79}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,1087.3939680000003,100,182329880,22.05,40.800000000000004,6.800000000000001,23.074715599547485,0.3014868439338881,17.273923736131113,0,0,False,1,532.4425,0,6.647784908742232,12.300663232502634,False,486.20250000000004,6.647784908742232,1664.6400000000003,532.4425,46.24000000000001,15.009481199794848,0.09089431706521658,0.010069972651044479
36929,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1204}, {'id': 1801}]",284,"[{'y': 32, 'x': 97}, {'y': 100, 'x': 100}]",2499741,Shot,10531,2H,1168.9014399999996,100,182330083,3.1500000000000004,21.76,12.24,12.638833015749515,0.15627500271708364,8.953898099084366,0,1,True,1,159.74009999999998,0,0.4922662585588135,3.40054405912374,False,9.922500000000003,0.4922662585588135,473.4976000000001,159.74009999999998,149.8176,8.005056639890586,0.0244218764742245,0.07509730651720534
37037,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1201}, {'id': 1801}]",8623,"[{'y': 35, 'x': 91}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,1596.1907620000002,100,182329757,9.450000000000001,23.8,10.200000000000001,13.904765370188741,0.36699786794333816,21.027428923452806,0,0,True,1,193.34250000000003,0,3.468129852064546,8.734549257051448,False,89.30250000000002,3.468129852064546,566.44,193.34250000000003,104.04000000000002,8.755530699880328,0.13468743507495587,0.05952611194394966
37089,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1210}, {'id': 1802}]",8471,"[{'y': 39, 'x': 76}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,1720.0469620000003,100,182329888,25.200000000000003,26.520000000000003,7.48,26.28669625494996,0.26579239763224394,15.228782610990551,0,0,False,0,690.9904000000002,0,6.697968420332548,7.04881438520711,True,635.0400000000002,6.697968420332548,703.3104000000002,690.9904000000002,55.95040000000001,9.756162779866653,0.07064559863909688,0.006861692843604416
37106,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 201}, {'id': 1802}]",8186,"[{'y': 37, 'x': 92}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,1819.9500930000004,100,182329652,8.4,25.16,8.84,12.19449055926487,0.42652614836012115,24.43814815300574,0,0,True,0,148.70560000000003,0,3.5828196462250177,10.731397892740649,False,70.56,3.5828196462250177,633.0256,148.70560000000003,78.1456,9.255846739873489,0.18192455523492007,0.07756659121733807
37226,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1212}, {'id': 1802}]",8471,"[{'y': 63, 'x': 86}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,2275.7398510000003,100,182329893,14.700000000000001,42.84,8.84,17.153297059166206,0.36589713921425165,20.96436181288735,0,0,True,0,294.23560000000003,0,5.378687946449499,15.675033443938542,False,216.09000000000003,5.378687946449499,1835.2656000000004,294.23560000000003,78.1456,15.759955259784592,0.13388071648517347,0.02736597348490262
37346,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1216}, {'id': 1802}]",8623,"[{'y': 61, 'x': 90}, {'y': 0, 'x': 0}]",2499741,Shot,1628,2H,2682.4868079999997,100,182329770,10.5,41.480000000000004,7.48,12.891873409245067,0.4660404743507508,26.702152262572916,0,0,True,0,166.20040000000003,0,4.893424980682884,19.331358876069146,False,110.25,4.893424980682884,1720.5904000000003,166.20040000000003,55.95040000000001,15.25963921979143,0.2171937237330728,0.05714878866527545
37467,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 201}, {'id': 1802}]",173,"[{'y': 31, 'x': 74}, {'y': 0, 'x': 0}]",2499742,Shot,1673,1H,151.56253299999997,100,182291524,27.3,21.080000000000002,12.920000000000002,30.202920388598187,0.21877289143210485,12.534763350933376,0,0,False,0,912.2164,0,5.972499936096463,4.611732551388771,True,745.2900000000001,5.972499936096463,444.36640000000006,912.2164,166.92640000000006,7.754898619894005,0.04786157802556353,0.003697053509199625
37606,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1210}, {'id': 1802}]",7885,"[{'y': 27, 'x': 89}, {'y': 100, 'x': 100}]",2499742,Shot,1619,1H,628.199525,100,182292311,11.55,18.360000000000003,15.64,19.442533271155796,0.22784988195489836,13.054836598569691,0,0,True,0,378.0121000000001,0,2.631666136579076,4.183323832691935,False,133.4025,2.631666136579076,337.08960000000013,378.0121000000001,244.60960000000003,6.754266539907682,0.051915568706861114,0.024916694669689387
37648,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1206}, {'id': 1801}]",55979,"[{'y': 58, 'x': 90}, {'y': 0, 'x': 0}]",2499742,Shot,1673,1H,784.707382,100,182291616,10.5,39.440000000000005,5.44,11.825548613066541,0.546163392967317,31.29285734157233,0,1,True,1,139.84359999999998,0,5.734715626156828,21.540684218630982,False,110.25,5.734715626156828,1555.5136000000005,139.84359999999998,29.593600000000006,14.509165159801688,0.2982944518175719,0.06978123487693676
37742,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 201}, {'id': 1802}]",16122,"[{'y': 41, 'x': 93}, {'y': 0, 'x': 0}]",2499742,Shot,1673,1H,1117.257206,100,182291674,7.3500000000000005,27.880000000000003,6.12,9.564355702293804,0.6033398013457525,34.56882422937313,0,0,True,0,91.47690000000001,0,4.434547539891281,16.821113661519583,False,54.02250000000001,4.434547539891281,777.2944000000001,91.47690000000001,37.4544,10.256478819859813,0.36401891588793206,0.11434852701361652
37749,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1201}, {'id': 1801}]",214654,"[{'y': 53, 'x': 91}, {'y': 0, 'x': 0}]",2499742,Shot,1673,1H,1127.574603,100,182291679,9.450000000000001,36.04,2.04,9.667683279876313,0.712528772348049,40.82489143718105,0,0,True,1,93.46410000000002,0,6.7333968986890635,25.679536955423686,False,89.30250000000002,6.7333968986890635,1298.8816,93.46410000000002,4.1616,13.258375059818782,0.5076972514238178,0.10268376552581525
37807,10,Shot,"[{'id': 1901}, {'id': 402}, {'id': 2101}, {'id': 201}, {'id': 1802}]",173,"[{'y': 56, 'x': 88}, {'y': 0, 'x': 0}]",2499742,Shot,1673,1H,1335.783882,100,182291711,12.600000000000001,38.080000000000005,4.08,13.244108123992346,0.517536538653469,29.65265940865297,0,0,True,0,175.40640000000005,0,6.5209603870337105,19.707791391924104,False,158.76000000000005,6.5209603870337105,1450.0864000000004,175.40640000000005,16.6464,14.008849119808527,0.26784406884141365,0.05610269161258053
37929,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1213}, {'id': 1802}]",29640,"[{'y': 66, 'x': 73}, {'y': 100, 'x': 100}]",2499742,Shot,1619,1H,1677.014056,100,182292500,28.35,44.88,10.88,30.366048475229704,0.22452170322145013,12.864146003677911,0,0,False,0,922.0969000000002,0,6.365190286328112,10.076534040578682,True,803.7225000000001,6.365190286328112,2014.2144000000003,922.0969000000002,118.37440000000002,16.51042931977433,0.05040999521746093,0.002668968118336166
37967,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1212}, {'id': 1802}]",214654,"[{'y': 50, 'x': 89}, {'y': 0, 'x': 0}]",2499742,Shot,1673,1H,1814.424068,100,182291765,11.55,34.0,0.0,11.55,0.6137460607827115,35.165058975629066,0,0,True,0,133.4025,0,7.088767002040319,20.867366066612192,False,133.4025,7.088767002040319,1156.0,133.4025,0.0,12.50790099982904,0.37668422712629585,0.07773427223108266
