,eventId,subEventName,tags,playerId,positions,matchId,eventName,teamId,matchPeriod,eventSec,subEventId,id,X,Y,Merkez,Uzaklik,Açi,Açi_D,Gol,Kafa Vuruşu,Ceza Sahasi İçi,accurate,D2,Goal,AçiX,AçiY,Dar Açi,X2,AX,Y2,Uzaklik2,Merkez2,YEXP,Açi2,xG
554,10,Shot,"[{'id': 101}, {'id': 402}, {'id': 201}, {'id': 1203}, {'id': 1801}]",12829,"[{'y': 54, 'x': 94}, {'y': 100, 'x': 100}]",2499719,Shot,1631,1H,1710.855093,100,177959759,6.300000000000001,36.720000000000006,2.72,6.8620988043017865,0.9398208987416116,53.84777099608624,1,0,True,1,47.08840000000001,1,5.9208716620721535,34.51022340179198,False,39.69000000000001,5.9208716620721535,1348.3584000000005,47.08840000000001,7.398400000000001,13.508533079815365,0.8832633217114905,0.1567499731108271
640,10,Shot,"[{'id': 1901}, {'id': 403}, {'id': 201}, {'id': 1210}, {'id': 1802}]",14763,"[{'y': 58, 'x': 92}, {'y': 100, 'x': 100}]",2499719,Shot,1631,1H,1969.136309,100,177959853,8.4,39.440000000000005,5.44,10.007677053142753,0.6165610471163305,35.32634581193244,0,1,True,0,100.15360000000003,0,5.1791127957771765,24.31716769826808,False,70.56,5.1791127957771765,1555.5136000000005,100.15360000000003,29.593600000000006,14.509165159801688,0.38014752482118597,0.09363809788014162
727,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 1802}]",49876,"[{'y': 40, 'x': 72}, {'y': 0, 'x': 0}]",2499719,Shot,1609,1H,2255.232197,100,177959948,29.400000000000002,27.200000000000003,6.800000000000001,30.176149522429135,0.23541739949285861,13.488423414886045,0,0,False,0,910.6000000000001,0,6.921271545090044,6.403353266205755,True,864.3600000000001,6.921271545090044,739.8400000000001,910.6000000000001,46.24000000000001,10.006320799863232,0.05542135198398019,0.0034411553633219264
895,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",25413,"[{'y': 48, 'x': 87}, {'y': 0, 'x': 0}]",2499719,Shot,1609,1H,2813.844402,100,177960131,13.65,32.64,1.36,13.717583606451978,0.5193432669279405,29.75617731350714,0,0,True,0,188.17210000000006,0,7.089035593566388,16.95136423252798,False,186.32250000000002,7.089035593566388,1065.3696,188.17210000000006,1.8496000000000004,12.007584959835878,0.26971742890338607,0.05529974940335157
898,10,Shot,"[{'id': 101}, {'id': 402}, {'id': 201}, {'id': 1203}, {'id': 1801}]",7945,"[{'y': 50, 'x': 92}, {'y': 0, 'x': 0}]",2499719,Shot,1609,1H,2815.900791,100,177960130,8.4,34.0,0.0,8.4,0.8218212603970589,47.0868897348733,1,0,True,1,70.56,1,6.9032985873352954,27.941922853500003,False,70.56,6.9032985873352954,1156.0,70.56,0.0,12.50790099982904,0.6753901840406106,0.12795530638842734
979,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1210}, {'id': 1802}]",3319,"[{'y': 64, 'x': 71}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,231.5146890000001,100,177960206,30.450000000000003,43.52,9.520000000000001,31.90349353910948,0.218370750395598,12.511722366772517,0,0,False,0,1017.8329000000003,0,6.6493893495459595,9.503495057216426,True,927.2025000000002,6.6493893495459595,1893.9904000000004,1017.8329000000003,90.63040000000002,16.010113279781173,0.047685784628336565,0.0020720005120890787
1008,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1213}, {'id': 1802}]",26150,"[{'y': 50, 'x': 92}, {'y': 100, 'x': 100}]",2499719,Shot,1631,2H,340.664542,100,177960274,8.4,34.0,0.0,8.4,0.8218212603970589,47.0868897348733,0,1,True,0,70.56,0,6.9032985873352954,27.941922853500003,False,70.56,6.9032985873352954,1156.0,70.56,0.0,12.50790099982904,0.6753901840406106,0.12795530638842734
1099,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1207}, {'id': 1801}]",26150,"[{'y': 59, 'x': 75}, {'y': 100, 'x': 100}]",2499719,Shot,1631,2H,594.4255840000001,100,177960369,26.25,40.120000000000005,6.12,26.953977443041683,0.2631984357153702,15.080159540936023,0,0,False,1,726.5168999999999,0,6.908958937528468,10.559521240900654,True,689.0625,6.908958937528468,1609.6144000000004,726.5168999999999,37.4544,14.759323179798269,0.06927341656301787,0.005154018947384931
1107,10,Shot,"[{'id': 101}, {'id': 403}, {'id': 201}, {'id': 1205}, {'id': 1801}]",12829,"[{'y': 54, 'x': 92}, {'y': 100, 'x': 100}]",2499719,Shot,1631,2H,634.3122360000002,100,177960379,8.4,36.720000000000006,2.72,8.829405415994895,0.7610096601399547,43.60264169470456,1,1,True,1,77.95839999999998,1,6.39248114517562,27.94427472033914,False,70.56,6.39248114517562,1348.3584000000005,77.95839999999998,7.398400000000001,13.508533079815365,0.5791357028263294,0.11621986644185331
1147,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1203}, {'id': 1801}]",7868,"[{'y': 55, 'x': 77}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,824.618849,100,177960382,24.150000000000002,37.400000000000006,3.4000000000000004,24.38816311246093,0.2951797508327556,16.912553920440143,0,0,False,1,594.7825,0,7.1285909826110485,11.039722681145062,False,583.2225000000001,7.1285909826110485,1398.7600000000004,594.7825,11.560000000000002,13.758691099811946,0.08713108530168769,0.008352225086930256
1217,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1202}, {'id': 1801}]",167145,"[{'y': 68, 'x': 91}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,993.6891310000001,100,177960457,9.450000000000001,46.24,12.24,15.463508657481329,0.297366614926015,17.03785200335261,0,0,True,1,239.1201,0,2.810114511050842,13.750232274178934,False,89.30250000000002,2.810114511050842,2138.1376,239.1201,149.8176,17.010745359767494,0.0884269036725569,0.035044346407601144
1309,10,Shot,"[{'id': 403}, {'id': 201}, {'id': 1212}, {'id': 1802}]",7870,"[{'y': 56, 'x': 90}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1346.1635809999998,100,177960557,10.5,38.080000000000005,4.08,11.264830225085507,0.5952429420474444,34.104908364268816,0,1,True,0,126.8964,0,6.250050891498167,22.66685123316669,False,110.25,6.250050891498167,1450.0864000000004,126.8964,16.6464,14.008849119808527,0.35431416005729727,0.07767488870265225
1334,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1206}, {'id': 1801}]",49876,"[{'y': 56, 'x': 72}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1454.7866809999996,100,177960594,29.400000000000002,38.080000000000005,4.08,29.68175196985515,0.2431394244175078,13.930862852363271,0,0,False,1,881.0064,0,7.1482990778747295,9.258749281818698,True,864.3600000000001,7.1482990778747295,1450.0864000000004,881.0064,16.6464,14.008849119808527,0.05911677970607699,0.0032764400700994955
1348,10,Shot,"[{'id': 401}, {'id': 2101}, {'id': 1802}]",3319,"[{'y': 47, 'x': 87}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1528.0552289999996,100,177960609,13.65,31.96,2.04,13.80159773359592,0.513699912806229,29.43283694003531,0,0,True,0,190.4841,0,7.012003809805026,16.417849213287077,False,186.32250000000002,7.012003809805026,1021.4416000000001,190.4841,4.1616,11.757426939839297,0.2638876004171272,0.05497322159804812
1420,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 201}, {'id': 1802}]",7868,"[{'y': 72, 'x': 86}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1700.3940929999999,100,177960681,14.700000000000001,48.96,14.96,20.973592920622828,0.24714012090855572,14.160085876413117,0,0,True,0,439.8916,0,3.6329597773557696,12.099980319682889,False,216.09000000000003,3.6329597773557696,2397.0816,439.8916,223.80160000000004,18.01137743975382,0.06107823936269554,0.013124821786862183
1425,10,Shot,"[{'id': 402}, {'id': 2101}, {'id': 1802}]",7868,"[{'y': 66, 'x': 66}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1719.8349280000002,100,177960688,35.7,44.88,10.88,37.32109859047561,0.18721960456276704,10.726893183554761,0,0,False,0,1392.8644000000004,0,6.683739882890784,8.402415852776985,True,1274.4900000000002,6.683739882890784,2014.2144000000003,1392.8644000000004,118.37440000000002,16.51042931977433,0.03505118033263886,0.0007854585157258055
1432,10,Shot,"[{'id': 401}, {'id': 201}, {'id': 1212}, {'id': 1802}]",3319,"[{'y': 33, 'x': 92}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1734.1234709999999,100,177960697,8.4,22.44,11.56,14.289632605494097,0.31175849088914054,17.86244575531548,0,0,True,0,204.1936,0,2.618771323468781,6.995860535552314,False,70.56,2.618771323468781,503.5536000000001,204.1936,133.6336,8.255214659887166,0.09719335664147433,0.0567543538995644
1512,10,Shot,"[{'id': 402}, {'id': 201}, {'id': 1213}, {'id': 1802}]",7868,"[{'y': 66, 'x': 73}, {'y': 0, 'x': 0}]",2499719,Shot,1609,2H,1997.3144240000001,100,177960786,28.35,44.88,10.88,30.366048475229704,0.22452170322145013,12.864146003677911,0,0,False,0,922.0969000000002,0,6.365190286328112,10.076534040578682,True,803.7225000000001,6.365190286328112,2014.2144000000003,922.0969000000002,118.37440000000002,16.51042931977433,0.05040999521746093,0.002668968118336166
